el	es 
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_16.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_16.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_17.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_17.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_2.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_2.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_5.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_5.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_6.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_6.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_7.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-01-07_7.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_0.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_0.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_1.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_1.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_4.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_4.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_5.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_5.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_6.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-13-24_6.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_12.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_12.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_13.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_13.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_14.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_14.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_4.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_4.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_7.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_7.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_8.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_8.wav
data\el_es\el\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_9.wav	data\el_es\es\20090915-0900-PLENARY-3-el_es_20090915-10-19-09_9.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_0.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_0.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_1.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_1.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_2.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_2.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_3.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_3.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_4.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_4.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_5.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_5.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_6.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_6.wav
data\el_es\el\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_7.wav	data\el_es\es\20090916-0900-PLENARY-14-el_es_20090916-17-50-36_7.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_0.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_0.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_1.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_1.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_11.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_11.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_12.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_12.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_13.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_13.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_14.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_14.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_15.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_15.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_16.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_16.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_17.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_17.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_18.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_18.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_19.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_19.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_20.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_20.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_21.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_21.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_22.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_22.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_23.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_23.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_24.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_24.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_25.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_25.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_26.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_26.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_28.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_28.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_29.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_29.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_30.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_30.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_32.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_32.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_33.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_33.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_34.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_34.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_35.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_35.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_37.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_37.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_38.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_38.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_39.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_39.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_4.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_4.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_40.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_40.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_41.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_41.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_42.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_42.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_43.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_43.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_45.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_45.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_46.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_46.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_47.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_47.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_48.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_48.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_49.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_49.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_5.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_5.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_50.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_50.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_51.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_51.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_53.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_53.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_54.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_54.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_55.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_55.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_56.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_56.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_57.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_57.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_58.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_58.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_59.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_59.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_6.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_6.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_60.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_60.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_61.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_61.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_7.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_7.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_8.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_8.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_9.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-09-15-01_9.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_0.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_0.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_2.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_2.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_3.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_3.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_4.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_4.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_5.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_5.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_6.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-03-55_6.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_10.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_10.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_11.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_11.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_12.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_12.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_2.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_2.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_4.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_4.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_5.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_5.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_6.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_6.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_7.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_7.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_8.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_8.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_9.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-05-07_9.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_2.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_2.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_4.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_4.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_5.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_5.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_6.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_6.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_7.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_7.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_8.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_8.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_9.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-09-51_9.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_0.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_0.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_1.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_1.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_10.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_10.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_11.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_11.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_12.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_12.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_13.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_13.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_14.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_14.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_15.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_15.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_16.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_16.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_17.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_17.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_18.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_18.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_19.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_19.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_2.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_2.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_20.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_20.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_21.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_21.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_22.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_22.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_23.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_23.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_25.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_25.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_26.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_26.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_27.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_27.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_28.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_28.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_3.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_3.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_4.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_4.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_5.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_5.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_6.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_6.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_7.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_7.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_8.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_8.wav
data\el_es\el\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_9.wav	data\el_es\es\20090916-0900-PLENARY-3-el_es_20090916-10-25-40_9.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_1.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_1.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_2.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_2.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_3.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_3.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_4.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_4.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_5.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_5.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_6.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_6.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_7.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-09-38-19_7.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_0.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_0.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_1.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_1.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_4.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_4.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_5.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_5.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_6.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_6.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_7.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-03-11_7.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_0.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_0.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_1.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_1.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_2.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_2.wav
data\el_es\el\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_3.wav	data\el_es\es\20090917-0900-PLENARY-2-el_es_20090917-10-11-05_3.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_0.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_0.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_1.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_1.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_10.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_10.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_11.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_11.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_12.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_12.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_2.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_2.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_3.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_3.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_5.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_5.wav
data\el_es\el\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_6.wav	data\el_es\es\20090917-0900-PLENARY-3-el_es_20090917-10-52-09_6.wav
